0,1
North Timothy,"               city                 date   fare        ride_id  driver_count  \
2072  North Timothy  2018-04-06 10:06:34  38.39  4781274767887             7   
2073  North Timothy  2018-04-29 23:10:18  29.39  6609337294720             7   
2074  North Timothy  2018-04-20 07:06:27  46.24  2785446996718             7   
2075  North Timothy  2018-01-22 02:35:12  48.45  5696833448345             7   
2076  North Timothy  2018-01-14 16:59:57  15.06  1236752354897             7   
2077  North Timothy  2018-01-17 20:12:17  40.87     1506044208             7   
2078  North Timothy  2018-02-25 00:01:15  22.27  8604433947851             7   
2079  North Timothy  2018-05-07 14:00:13  26.30  4905173644081             7   
2080  North Timothy  2018-04-14 18:06:52  41.17  2438232081814             7   
2081  North Timothy  2018-02-16 17:53:54  14.94  7964243719064             7   
2082  North Timothy  2018-02-24 13:40:17  12.86  3764664570879             7   
2083  North Timothy  2018-04-18 00:06:36  26.98  3678364339721             7   
2084  North Timothy  2018-02-19 14:30:03  22.97  8115506711014             7   
2085  North Timothy  2018-04-24 12:24:07  37.71  4499083218611             7   
2086  North Timothy  2018-03-17 08:33:35  45.33  1758423447313             7   

          type  
2072  Suburban  
2073  Suburban  
2074  Suburban  
2075  Suburban  
2076  Suburban  
2077  Suburban  
2078  Suburban  
2079  Suburban  
2080  Suburban  
2081  Suburban  
2082  Suburban  
2083  Suburban  
2084  Suburban  
2085  Suburban  
2086  Suburban  "
Pattyland,"           city                 date   fare        ride_id  driver_count  \
1541  Pattyland  2018-01-30 12:35:37   8.57  4688888414629            59   
1542  Pattyland  2018-02-01 22:43:37  32.03  2850242716720            59   
1543  Pattyland  2018-02-15 15:13:00  44.03  1556659025684            59   
1544  Pattyland  2018-04-26 08:31:23  19.99  8827777964944            59   
1545  Pattyland  2018-04-03 03:29:52  14.06  5399011565161            59   
1546  Pattyland  2018-02-21 17:53:52   7.06  5808457670013            59   
1547  Pattyland  2018-02-10 02:55:45  24.39  7264853866807            59   
1548  Pattyland  2018-04-18 23:27:09  28.66  2342400848379            59   
1549  Pattyland  2018-04-23 02:57:08  13.01  9345291289088            59   
1550  Pattyland  2018-01-01 17:22:58  42.11  9614950109785            59   
1551  Pattyland  2018-02-05 00:47:59  28.81   115406526815            59   
1552  Pattyland  2018-02-11 20:25:42  33.21  1325884456705            59   
1553  Pattyland  2018-01-14 20:49:49  40.21  5825972555502            59   
1554  Pattyland  2018-03-27 06:49:10   8.57  3074551600788            59   
1555  Pattyland  2018-04-25 14:57:12  44.39  1723704076506            59   
1556  Pattyland  2018-05-02 20:17:54   4.23   165884747714            59   
1557  Pattyland  2018-03-19 20:41:46  18.17  9394782106762            59   
1558  Pattyland  2018-04-19 12:57:51   4.55  6863691950115            59   
1559  Pattyland  2018-01-09 08:20:24  41.04  3525500502870            59   
1560  Pattyland  2018-04-12 11:58:28  28.65  6924230448040            59   
1561  Pattyland  2018-01-12 20:07:34  17.85  1717518351904            59   

       type  
1541  Urban  
1542  Urban  
1543  Urban  
1544  Urban  
1545  Urban  
1546  Urban  
1547  Urban  
1548  Urban  
1549  Urban  
1550  Urban  
1551  Urban  
1552  Urban  
1553  Urban  
1554  Urban  
1555  Urban  
1556  Urban  
1557  Urban  
1558  Urban  
1559  Urban  
1560  Urban  
1561  Urban  "
Penaborough,"             city                 date   fare        ride_id  driver_count  \
2355  Penaborough  2018-02-24 00:44:00  21.89  2069309881916             6   
2356  Penaborough  2018-04-27 06:02:10  38.33   547013925055             6   
2357  Penaborough  2018-01-14 15:58:48  54.10   432925983890             6   
2358  Penaborough  2018-02-03 17:15:31  51.80  5383427508621             6   
2359  Penaborough  2018-01-22 15:36:24  10.11  4129933467653             6   

       type  
2355  Rural  
2356  Rural  
2357  Rural  
2358  Rural  
2359  Rural  "
Port Angela,"             city                 date   fare        ride_id  driver_count  \
1045  Port Angela  2018-04-17 06:23:18  16.34  7120534266772            67   
1046  Port Angela  2018-03-31 15:22:26  30.77   662264490197            67   
1047  Port Angela  2018-04-09 14:34:27  11.90  7009806605900            67   
1048  Port Angela  2018-02-08 16:30:53  30.38  5165542108944            67   
1049  Port Angela  2018-03-04 03:26:39  40.35  4930810733132            67   
1050  Port Angela  2018-05-02 04:14:34  35.76  7945958687114            67   
1051  Port Angela  2018-04-22 16:43:04   7.91  6767308381142            67   
1052  Port Angela  2018-03-19 12:32:49  17.21  1694214658257            67   
1053  Port Angela  2018-04-15 23:02:22  20.16  6490089576161            67   
1054  Port Angela  2018-03-08 16:32:28  23.06  2750735754263            67   
1055  Port Angela  2018-02-26 10:01:46  28.52  6783567697046            67   
1056  Port Angela  2018-02-08 00:14:45  15.58  7388734438164            67   
1057  Port Angela  2018-02-06 07:07:55  24.47  1469816216996            67   
1058  Port Angela  2018-02-06 16:11:31  11.39  6108669570569            67   
1059  Port Angela  2018-02-14 13:00:19  42.04   896909208063            67   
1060  Port Angela  2018-03-10 19:24:17  43.18  1889756483447            67   
1061  Port Angela  2018-04-02 22:13:52  25.84  8022436129393            67   
1062  Port Angela  2018-02-03 06:01:25   6.42  9465215247151            67   
1063  Port Angela  2018-05-04 09:50:38  21.62  6302510153615            67   

       type  
1045  Urban  
1046  Urban  
1047  Urban  
1048  Urban  
1049  Urban  
1050  Urban  
1051  Urban  
1052  Urban  
1053  Urban  
1054  Urban  
1055  Urban  
1056  Urban  
1057  Urban  
1058  Urban  
1059  Urban  
1060  Urban  
1061  Urban  
1062  Urban  
1063  Urban  "
Port David,"            city                 date   fare        ride_id  driver_count  \
1130  Port David  2018-03-17 14:42:43  33.11  1025683688009             7   
1131  Port David  2018-03-07 18:37:30  42.04  9905958460368             7   
1132  Port David  2018-03-27 11:56:08  15.64  5338482988567             7   
1133  Port David  2018-01-02 11:51:32   7.45  6148349878448             7   
1134  Port David  2018-01-07 20:03:19  20.49  5846260665949             7   
1135  Port David  2018-03-24 21:58:25  28.84  5266776204034             7   
1136  Port David  2018-02-24 22:20:33  35.63  3354533588717             7   
1137  Port David  2018-04-10 14:27:37  26.68  5361385420513             7   
1138  Port David  2018-02-18 14:47:10  20.16  1847433349462             7   
1139  Port David  2018-04-02 16:53:49  41.14  2694440573613             7   
1140  Port David  2018-02-11 23:07:39  10.05  6921950351964             7   
1141  Port David  2018-03-04 00:41:43  23.70  6492204643079             7   
1142  Port David  2018-03-27 00:20:58  18.43  4635592843405             7   
1143  Port David  2018-02-11 11:59:08  38.00  7772695039643             7   
1144  Port David  2018-03-24 16:37:10  25.65  2084689891157             7   
1145  Port David  2018-02-03 01:11:12  21.20   571426064278             7   
1146  Port David  2018-04-07 23:44:31  39.51  5955263794133             7   
1147  Port David  2018-03-14 09:28:52   9.22  3636094509357             7   
1148  Port David  2018-01-21 02:29:36  32.92   857956984195             7   
1149  Port David  2018-04-12 05:32:59  35.51  2988691809424             7   
1150  Port David  2018-03-03 11:38:05  13.41  6413543746665             7   
1151  Port David  2018-04-22 23:30:50  30.03  7355586586718             7   

       type  
1130  Urban  
1131  Urban  
1132  Urban  
1133  Urban  
1134  Urban  
1135  Urban  
1136  Urban  
1137  Urban  
1138  Urban  
1139  Urban  
1140  Urban  
1141  Urban  
1142  Urban  
1143  Urban  
1144  Urban  
1145  Urban  
1146  Urban  
1147  Urban  
1148  Urban  
1149  Urban  
1150  Urban  
1151  Urban  "
Port Frank,"           city                 date   fare        ride_id  driver_count  \
664  Port Frank  2018-02-02 14:14:37  41.47  6746609056348            23   
665  Port Frank  2018-04-19 19:35:08  26.47  6722706570956            23   
666  Port Frank  2018-04-06 21:38:50  18.08  5474889861628            23   
667  Port Frank  2018-01-08 23:51:25  42.13  2099160507410            23   
668  Port Frank  2018-02-05 10:34:09  20.10  4443074322856            23   
669  Port Frank  2018-02-18 18:49:51  39.06  7301845642275            23   
670  Port Frank  2018-03-16 20:54:05  30.24  1454211942922            23   
671  Port Frank  2018-03-26 19:09:42  28.83   889804632019            23   
672  Port Frank  2018-02-10 08:14:32  40.82  6386241535933            23   
673  Port Frank  2018-04-02 15:48:32  13.55  4849705700770            23   
674  Port Frank  2018-04-25 23:04:28  19.43  7792158774140            23   
675  Port Frank  2018-01-27 13:40:02  38.97  5944395790403            23   
676  Port Frank  2018-02-17 13:21:47  32.44  5387351568133            23   
677  Port Frank  2018-01-14 09:19:05  43.27   491472563955            23   
678  Port Frank  2018-04-06 20:51:23  21.02  9714376208717            23   
679  Port Frank  2018-03-05 00:42:17  36.35  9213719236849            23   
680  Port Frank  2018-03-09 16:59:41   6.50  2109093047409            23   
681  Port Frank  2018-04-04 11:46:40  39.39  7967483376646            23   
682  Port Frank  2018-04-05 07:22:06  14.21  8366078746939            23   
683  Port Frank  2018-04-05 15:44:01  36.08   345798180405            23   
684  Port Frank  2018-04-18 00:39:00  33.73  2262735363722            23   
685  Port Frank  2018-02-28 07:39:56  33.83  1263734830322            23   
686  Port Frank  2018-01-19 13:08:46   4.86  5084604122837            23   
687  Port Frank  2018-02-26 05:03:19  25.18  7280804922163            23   
688  Port Frank  2018-01-05 18:22:02  35.35  1918776405433            23   
689  Port Frank  2018-05-03 20:22:47  21.11  9063920293861            23   
690  Port Frank  2018-03-19 15:21:28  22.63  9908378465166            23   
691  Port Frank  2018-01-16 22:42:03  11.97  8711333582560            23   
692  Port Frank  2018-02-21 18:44:23  19.81  2185137282852            23   
693  Port Frank  2018-01-18 11:45:12  19.98  4493440036641            23   
694  Port Frank  2018-01-15 07:42:59  30.93  8726143802098            23   
695  Port Frank  2018-02-06 03:34:57  34.86  3935964262850            23   
696  Port Frank  2018-04-28 09:03:54  15.00  7321190762923            23   

      type  
664  Urban  
665  Urban  
666  Urban  
667  Urban  
668  Urban  
669  Urban  
670  Urban  
671  Urban  
672  Urban  
673  Urban  
674  Urban  
675  Urban  
676  Urban  
677  Urban  
678  Urban  
679  Urban  
680  Urban  
681  Urban  
682  Urban  
683  Urban  
684  Urban  
685  Urban  
686  Urban  
687  Urban  
688  Urban  
689  Urban  
690  Urban  
691  Urban  
692  Urban  
693  Urban  
694  Urban  
695  Urban  
696  Urban  "
Port Johnbury,"               city                 date   fare        ride_id  driver_count  \
1499  Port Johnbury  2018-04-27 16:22:23  25.67  2746325666283             3   
1500  Port Johnbury  2018-05-05 06:26:50  25.30  2541021070088             3   
1501  Port Johnbury  2018-03-21 02:20:43  32.80  5450926790120             3   
1502  Port Johnbury  2018-04-11 10:26:44   9.10  7804751879143             3   
1503  Port Johnbury  2018-05-02 12:46:00  42.42  3245384693395             3   
1504  Port Johnbury  2018-04-28 16:29:16  36.42   273965502753             3   
1505  Port Johnbury  2018-03-27 08:26:32  38.99  4115681049074             3   
1506  Port Johnbury  2018-03-30 17:59:22  15.17  4900589555228             3   
1507  Port Johnbury  2018-02-08 10:29:22   7.63  3497571495972             3   
1508  Port Johnbury  2018-02-27 02:44:15  11.33  3225778883557             3   
1509  Port Johnbury  2018-01-07 05:43:33  19.08  8839376782201             3   
1510  Port Johnbury  2018-03-29 03:22:44  14.54  3761244486728             3   
1511  Port Johnbury  2018-03-25 02:17:17  41.61  8060554577818             3   
1512  Port Johnbury  2018-02-20 04:27:04  27.10  3559371442324             3   
1513  Port Johnbury  2018-03-30 20:43:11  19.48  5137842721901             3   
1514  Port Johnbury  2018-04-12 03:43:45   8.42    39663640391             3   
1515  Port Johnbury  2018-01-21 05:10:00  32.68   277259241694             3   
1516  Port Johnbury  2018-01-15 18:45:38  40.32  2120999202624             3   
1517  Port Johnbury  2018-02-05 16:04:13   7.44  3008325165012             3   
1518  Port Johnbury  2018-04-25 00:15:02  10.26  2977082935156             3   
1519  Port Johnbury  2018-01-04 02:56:24  32.75  1737291283544             3   
1520  Port Johnbury  2018-03-26 07:22:45   7.63  8089282605778             3   

       type  
1499  Urban  
1500  Urban  
1501  Urban  
1502  Urban  
1503  Urban  
1504  Urban  
1505  Urban  
1506  Urban  
1507  Urban  
1508  Urban  
1509  Urban  
1510  Urban  
1511  Urban  
1512  Urban  
1513  Urban  
1514  Urban  
1515  Urban  
1516  Urban  
1517  Urban  
1518  Urban  
1519  Urban  
1520  Urban  "
Port Samanthamouth,"                  city                 date   fare        ride_id  \
55  Port Samanthamouth  2018-02-24 04:29:00  33.44  2005065760003   
56  Port Samanthamouth  2018-04-16 18:34:44   9.20  8712247654732   
57  Port Samanthamouth  2018-01-23 09:08:20  35.51  3116859378683   
58  Port Samanthamouth  2018-02-03 07:07:01  18.03  9292190648631   
59  Port Samanthamouth  2018-04-22 03:32:37  29.67  3154062122440   
60  Port Samanthamouth  2018-04-25 09:50:07  25.50  1169125626263   
61  Port Samanthamouth  2018-03-01 08:58:12  43.25  1389178507955   
62  Port Samanthamouth  2018-04-27 08:48:36  12.84  5659906087636   
63  Port Samanthamouth  2018-03-27 00:31:25  16.05  1412275851963   
64  Port Samanthamouth  2018-03-27 01:08:09  21.46  9991537657885   
65  Port Samanthamouth  2018-03-15 15:08:17  25.97  7725957367534   
66  Port Samanthamouth  2018-01-30 01:19:21  38.78  6119834234421   
67  Port Samanthamouth  2018-04-06 13:42:16  24.18  8484624581374   
68  Port Samanthamouth  2018-03-25 13:20:36  34.94   821746998655   
69  Port Samanthamouth  2018-01-27 00:57:25  28.46   882650442979   
70  Port Samanthamouth  2018-02-28 20:01:26  38.42  2105089681756   
71  Port Samanthamouth  2018-04-18 14:39:19  23.56  8734248023829   
72  Port Samanthamouth  2018-01-28 23:59:56  15.49  3267076599938   
73  Port Samanthamouth  2018-01-19 19:54:19  38.58  2627706491192   
74  Port Samanthamouth  2018-03-20 05:48:09  36.70   818657902024   
75  Port Samanthamouth  2018-03-15 09:03:59   5.62  6911793332732   
76  Port Samanthamouth  2018-04-25 03:29:08   9.44  4793952979390   
77  Port Samanthamouth  2018-01-01 21:04:01  11.71  1849658808540   
78  Port Samanthamouth  2018-04-09 20:55:32  24.99  6743225912546   
79  Port Samanthamouth  2018-02-02 01:57:32  39.28  2671264374220   

    driver_count   type  
55            57  Urban  
56            57  Urban  
57            57  Urban  
58            57  Urban  
59            57  Urban  
60            57  Urban  
61            57  Urban  
62            57  Urban  
63            57  Urban  
64            57  Urban  
65            57  Urban  
66            57  Urban  
67            57  Urban  
68            57  Urban  
69            57  Urban  
70            57  Urban  
71            57  Urban  
72            57  Urban  
73            57  Urban  
74            57  Urban  
75            57  Urban  
76            57  Urban  
77            57  Urban  
78            57  Urban  
79            57  Urban  "
Port Shane,"            city                 date   fare        ride_id  driver_count  \
2053  Port Shane  2018-04-09 15:34:40  27.66  4022340141966             7   
2054  Port Shane  2018-04-23 16:05:47  42.26  8341982666719             7   
2055  Port Shane  2018-03-02 12:06:00  14.95  2803204948363             7   
2056  Port Shane  2018-03-26 04:33:30  19.03  6010401984537             7   
2057  Port Shane  2018-03-15 12:09:42  31.58  2552978514662             7   
2058  Port Shane  2018-03-17 05:25:31  20.74  7228720146935             7   
2059  Port Shane  2018-04-24 10:06:18  45.92  5388908913857             7   
2060  Port Shane  2018-01-28 15:34:02  45.70  5717972357326             7   
2061  Port Shane  2018-04-06 11:22:21  43.21  1914497116801             7   
2062  Port Shane  2018-01-15 18:16:14  33.95  5355618218688             7   
2063  Port Shane  2018-02-16 17:52:27  22.81  8253619528942             7   
2064  Port Shane  2018-03-23 09:36:42  18.58  3261384321632             7   
2065  Port Shane  2018-02-16 03:35:52  29.99  3154243503143             7   
2066  Port Shane  2018-03-27 11:55:03  28.80  4399576445435             7   
2067  Port Shane  2018-04-18 00:52:13  12.05  1546787116583             7   
2068  Port Shane  2018-03-17 00:39:06  47.75  1417424358447             7   
2069  Port Shane  2018-03-19 12:25:21  40.39   910341409632             7   
2070  Port Shane  2018-01-30 20:43:57  49.52  8262792633558             7   
2071  Port Shane  2018-04-03 22:33:51  15.59   127445516863             7   

          type  
2053  Suburban  
2054  Suburban  
2055  Suburban  
2056  Suburban  
2057  Suburban  
2058  Suburban  
2059  Suburban  
2060  Suburban  
2061  Suburban  
2062  Suburban  
2063  Suburban  
2064  Suburban  
2065  Suburban  
2066  Suburban  
2067  Suburban  
2068  Suburban  
2069  Suburban  
2070  Suburban  
2071  Suburban  "
Randallchester,"                city                 date   fare        ride_id  driver_count  \
2250  Randallchester  2018-04-13 11:13:31  43.22  1076079536213             9   
2251  Randallchester  2018-02-19 03:52:47  58.55  8004803682564             9   
2252  Randallchester  2018-02-11 05:42:29  25.78  9010611749008             9   
2253  Randallchester  2018-03-25 13:36:46  10.37  3216382725494             9   
2254  Randallchester  2018-04-07 23:42:07  10.79  1615474447641             9   

       type  
2250  Rural  
2251  Rural  
2252  Rural  
2253  Rural  
2254  Rural  "
Raymondhaven,"              city                 date   fare        ride_id  driver_count  \
1364  Raymondhaven  2018-03-12 06:59:59  16.98  6447701812060            11   
1365  Raymondhaven  2018-05-06 23:22:49  25.76  8721024233275            11   
1366  Raymondhaven  2018-02-08 23:57:16   5.70  3930029851451            11   
1367  Raymondhaven  2018-02-01 05:51:10  13.86  8721051413299            11   
1368  Raymondhaven  2018-02-23 11:13:25   4.24   294151163985            11   
1369  Raymondhaven  2018-02-22 23:54:55   7.64  7311722757336            11   
1370  Raymondhaven  2018-03-07 20:59:06  17.66  9257559713061            11   
1371  Raymondhaven  2018-02-17 02:06:40  39.70  3251742665126            11   
1372  Raymondhaven  2018-01-06 20:15:24  21.19  9473615555967            11   
1373  Raymondhaven  2018-02-16 04:31:29  24.31  8960623511494            11   
1374  Raymondhaven  2018-03-31 17:01:37  36.29  8959236448389            11   
1375  Raymondhaven  2018-01-27 15:52:21  41.76  7325938233362            11   
1376  Raymondhaven  2018-03-02 04:56:41   5.19  4175054279743            11   
1377  Raymondhaven  2018-01-25 06:48:15  14.65  3912461075756            11   
1378  Raymondhaven  2018-02-28 16:10:35  11.26  3122705988715            11   
1379  Raymondhaven  2018-01-13 01:03:38  17.33  2830434127398            11   
1380  Raymondhaven  2018-04-15 12:15:39   6.74  6814069660716            11   
1381  Raymondhaven  2018-04-06 13:52:23  30.36  8733066774197            11   
1382  Raymondhaven  2018-05-08 04:39:49  18.45  1811574736337            11   
1383  Raymondhaven  2018-04-30 19:54:09  29.84  7628275458574            11   
1384  Raymondhaven  2018-04-04 06:46:57  41.45  2893202480774            11   
1385  Raymondhaven  2018-02-28 05:23:49  21.78  1853831474811            11   
1386  Raymondhaven  2018-03-31 14:58:15   7.67  3677670833473            11   
1387  Raymondhaven  2018-02-07 16:19:04  38.67  8352957849877            11   
1388  Raymondhaven  2018-03-20 02:20:34  38.53  8658255136559            11   

       type  
1364  Urban  
1365  Urban  
1366  Urban  
1367  Urban  
1368  Urban  
1369  Urban  
1370  Urban  
1371  Urban  
1372  Urban  
1373  Urban  
1374  Urban  
1375  Urban  
1376  Urban  
1377  Urban  
1378  Urban  
1379  Urban  
1380  Urban  
1381  Urban  
1382  Urban  
1383  Urban  
1384  Urban  
1385  Urban  
1386  Urban  
1387  Urban  
1388  Urban  "
Reynoldsfurt,"             city                 date   fare        ride_id  driver_count  \
799  Reynoldsfurt  2018-03-25 14:33:27  34.06  6604420154219            67   
800  Reynoldsfurt  2018-05-05 17:38:07  14.95  1404730379464            67   
801  Reynoldsfurt  2018-01-17 21:35:17  24.84  5000179618056            67   
802  Reynoldsfurt  2018-04-19 00:56:32  13.63  7990078064277            67   
803  Reynoldsfurt  2018-04-11 09:09:53  42.97  1390651031898            67   
804  Reynoldsfurt  2018-03-08 07:06:54   6.08  2567207216019            67   
805  Reynoldsfurt  2018-05-04 12:38:38   8.81  3238113908006            67   
806  Reynoldsfurt  2018-03-10 20:10:03   4.10  5690725376594            67   
807  Reynoldsfurt  2018-03-29 17:35:50  31.43  9922313993736            67   
808  Reynoldsfurt  2018-04-12 01:13:32  21.18  7471389630684            67   
809  Reynoldsfurt  2018-03-14 16:29:50  35.65  9907094547309            67   
810  Reynoldsfurt  2018-02-02 02:52:44  29.07  1864214108957            67   
811  Reynoldsfurt  2018-01-21 16:07:25  25.19  1033224475506            67   
812  Reynoldsfurt  2018-02-13 10:29:16   7.43  5244425698113            67   
813  Reynoldsfurt  2018-03-21 17:25:09  11.97  9406113555740            67   
814  Reynoldsfurt  2018-02-03 10:14:24   6.34  5560686093253            67   
815  Reynoldsfurt  2018-04-11 23:49:34  38.35  6517888893678            67   
816  Reynoldsfurt  2018-02-09 17:49:45  21.02  6197091221286            67   
817  Reynoldsfurt  2018-02-14 11:25:10  39.40  9070692324754            67   

      type  
799  Urban  
800  Urban  
801  Urban  
802  Urban  
803  Urban  
804  Urban  
805  Urban  
806  Urban  
807  Urban  
808  Urban  
809  Urban  
810  Urban  
811  Urban  
812  Urban  
813  Urban  
814  Urban  
815  Urban  
816  Urban  
817  Urban  "
Richardfort,"            city                 date   fare        ride_id  driver_count  \
771  Richardfort  2018-02-24 08:40:38  13.93  5628545007794            38   
772  Richardfort  2018-02-13 12:46:07  14.00   910050116494            38   
773  Richardfort  2018-02-16 13:52:19  17.92   820639054416            38   
774  Richardfort  2018-02-01 20:18:28  10.26  9554935945413            38   
775  Richardfort  2018-04-17 02:26:37  23.00   720020655850            38   
776  Richardfort  2018-04-21 03:44:04   9.54  3698147103219            38   
777  Richardfort  2018-02-03 00:14:26  29.04  4982665519010            38   
778  Richardfort  2018-02-08 15:50:12  16.55  2270463070874            38   
779  Richardfort  2018-04-03 15:07:34  40.77  9496210735824            38   
780  Richardfort  2018-02-19 14:09:20  27.11  8690324801449            38   
781  Richardfort  2018-04-22 03:06:56  39.74  4081388893008            38   
782  Richardfort  2018-01-31 14:51:01  43.92  4066949857460            38   
783  Richardfort  2018-03-04 22:13:57  14.83  9474112834050            38   
784  Richardfort  2018-03-28 19:33:00   7.75  5539056178883            38   
785  Richardfort  2018-02-14 03:27:28  44.11  2503858662225            38   
786  Richardfort  2018-04-27 11:59:25  30.31  6106446829435            38   
787  Richardfort  2018-03-03 11:57:24  11.42  2916078036620            38   
788  Richardfort  2018-01-13 10:08:54  25.81  9110913538598            38   
789  Richardfort  2018-03-06 12:53:05   8.28  5127600643309            38   
790  Richardfort  2018-02-05 16:12:04  42.22  4051093040264            38   
791  Richardfort  2018-04-04 15:04:56  16.35  6077906760851            38   
792  Richardfort  2018-03-05 16:00:59   4.85  3291539624738            38   
793  Richardfort  2018-04-14 11:56:28  43.01  7636011510547            38   
794  Richardfort  2018-01-21 23:20:53  10.91  3567611375530            38   
795  Richardfort  2018-03-16 23:00:51  21.39   237473464569            38   
796  Richardfort  2018-03-22 04:41:04  16.35  5934239154720            38   
797  Richardfort  2018-01-03 01:06:17   5.32  3268844473610            38   
798  Richardfort  2018-03-29 15:16:01  37.76  4802688422688            38   

      type  
771  Urban  
772  Urban  
773  Urban  
774  Urban  
775  Urban  
776  Urban  
777  Urban  
778  Urban  
779  Urban  
780  Urban  
781  Urban  
782  Urban  
783  Urban  
784  Urban  
785  Urban  
786  Urban  
787  Urban  
788  Urban  
789  Urban  
790  Urban  
791  Urban  
792  Urban  
793  Urban  
794  Urban  
795  Urban  
796  Urban  
797  Urban  
798  Urban  "
Roberthaven,"            city                 date   fare        ride_id  driver_count  \
324  Roberthaven  2018-05-04 14:48:56  25.66  1026197778354            47   
325  Roberthaven  2018-02-24 10:26:34   7.80  2180566685151            47   
326  Roberthaven  2018-03-06 22:56:31  12.38  3372963379040            47   
327  Roberthaven  2018-03-14 16:12:38  36.84  4123408925006            47   
328  Roberthaven  2018-03-14 15:24:44  35.27  4034558003134            47   
329  Roberthaven  2018-04-05 14:01:28  31.09  1016221662728            47   
330  Roberthaven  2018-01-21 19:25:49  23.14  4939144549549            47   
331  Roberthaven  2018-02-16 10:23:48  14.95  6653679183105            47   
332  Roberthaven  2018-03-22 04:19:27  34.69  1772989496998            47   
333  Roberthaven  2018-03-30 15:12:10  16.20  2949492899335            47   
334  Roberthaven  2018-02-22 19:42:54  27.48  9420000697474            47   
335  Roberthaven  2018-03-27 07:24:26  11.51  9185063648602            47   
336  Roberthaven  2018-02-09 00:25:20  11.71  8182769308084            47   
337  Roberthaven  2018-03-05 12:12:21   5.43   605361853427            47   
338  Roberthaven  2018-02-12 07:58:19  37.00  4695876927320            47   
339  Roberthaven  2018-04-25 14:14:21  22.75  7370173740205            47   
340  Roberthaven  2018-04-07 16:53:02  13.40  4901744924514            47   
341  Roberthaven  2018-03-17 14:48:42  26.71  9351523593625            47   
342  Roberthaven  2018-04-22 04:12:02  31.29  4104819203471            47   
343  Roberthaven  2018-01-28 10:23:03  21.72  7329967171497            47   
344  Roberthaven  2018-01-28 22:09:44  28.11  6228196244648            47   
345  Roberthaven  2018-05-03 05:43:29  42.15  2593369705849            47   
346  Roberthaven  2018-01-15 21:25:59  30.42  5912507910247            47   
347  Roberthaven  2018-05-02 21:36:24  21.80  3456705475174            47   

      type  
324  Urban  
325  Urban  
326  Urban  
327  Urban  
328  Urban  
329  Urban  
330  Urban  
331  Urban  
332  Urban  
333  Urban  
334  Urban  
335  Urban  
336  Urban  
337  Urban  
338  Urban  
339  Urban  
340  Urban  
341  Urban  
342  Urban  
343  Urban  
344  Urban  
345  Urban  
346  Urban  
347  Urban  "
Robertport,"            city                 date   fare        ride_id  driver_count  \
1521  Robertport  2018-03-06 09:51:08   6.73  9679756863064            12   
1522  Robertport  2018-03-20 19:11:26  20.21  9630923585394            12   
1523  Robertport  2018-02-18 15:01:19  43.47  7995689882173            12   
1524  Robertport  2018-04-03 01:20:38  15.14  6669724727514            12   
1525  Robertport  2018-02-28 22:50:15  13.39   681044064878            12   
1526  Robertport  2018-04-19 19:45:44  39.57  3970344404659            12   
1527  Robertport  2018-02-24 22:01:38   8.48  2892772641554            12   
1528  Robertport  2018-01-25 01:33:06  44.75  6711343300903            12   
1529  Robertport  2018-05-03 02:36:46  31.62  4852264393826            12   
1530  Robertport  2018-03-25 18:55:34  35.29  7875812010140            12   
1531  Robertport  2018-04-24 23:45:26  19.73  7443212616134            12   
1532  Robertport  2018-04-27 12:31:49  41.48  6464585125888            12   
1533  Robertport  2018-04-27 10:55:00  11.42  9229559709948            12   
1534  Robertport  2018-03-21 05:48:07   8.20  3399765997944            12   
1535  Robertport  2018-03-26 22:47:28  13.34  5448152130582            12   
1536  Robertport  2018-02-14 04:42:16  18.38  9072927119265            12   
1537  Robertport  2018-04-30 23:36:58  14.81  1468741682203            12   
1538  Robertport  2018-03-17 22:50:46  14.61  8501454819559            12   
1539  Robertport  2018-04-16 09:48:39  36.11  5886554503793            12   
1540  Robertport  2018-04-18 06:58:23  24.48  4267630984582            12   

       type  
1521  Urban  
1522  Urban  
1523  Urban  
1524  Urban  
1525  Urban  
1526  Urban  
1527  Urban  
1528  Urban  
1529  Urban  
1530  Urban  
1531  Urban  
1532  Urban  
1533  Urban  
1534  Urban  
1535  Urban  
1536  Urban  
1537  Urban  
1538  Urban  
1539  Urban  
1540  Urban  "
