Purchase ID,SN,Age,Gender,Item ID,Item Name,Price,Ages
388,Aeda94,17,Male,128,"Blazeguard, Reach of Eternity",4.91,15-19
389,Quinarap53,15,Male,157,"Spada, Etcher of Hatred",4.8,15-19
390,Asur53,26,Male,75,Brutality Ivory Warmace,2.42,25-29
391,Alarap40,18,Male,20,Netherbane,3.27,15-19
392,Sida61,20,Female,181,Reaper's Toll,1.66,20-24
393,Hiarideu73,20,Male,54,Eternal Cleaver,2.5,20-24
394,Lassassasda30,12,Male,60,Wolf,3.54,10-14
395,Ennoncil86,17,Male,152,Darkheart,1.74,15-19
396,Siralsudeu54,20,Male,131,Fury,1.44,20-24
397,Eusri26,25,Male,100,Blindscythe,3.27,25-29
398,Ardcil81,34,Male,96,Blood-Forged Skeletal Spine,3.09,30-34
399,Marilsasya33,19,Male,143,Frenzied Scimitar,1.56,15-19
400,Ilarin91,22,Male,72,Winter's Bite,3.77,20-24
401,Lirtim36,15,Other / Non-Disclosed,46,Hopeless Ebon Dualblade,1.33,15-19
402,Heunadil74,23,Female,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
403,Frichadar89,24,Male,162,Abyssal Shard,2.67,20-24
404,Chamirrasya33,21,Female,71,Demise,1.61,20-24
405,Aesurstilis64,25,Male,70,Hope's End,1.03,25-29
406,Idaidil28,15,Male,100,Blindscythe,3.27,15-19
407,Idai61,19,Male,131,Fury,1.44,15-19
408,Raesty92,12,Male,53,Vengeance Cleaver,2.05,10-14
409,Lisotesta51,15,Female,144,Blood Infused Guardian,1.94,15-19
410,Strithenu87,20,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,20-24
411,Lisico81,10,Male,101,Final Critic,4.19,10-14
412,Lisiriya82,32,Male,86,Stormfury Lantern,2.27,30-34
413,Siana77,12,Male,93,Apocalyptic Battlescythe,1.97,10-14
414,Marokian45,23,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,20-24
415,Sausosia74,22,Male,120,Agatha,3.08,20-24
416,Aestysu37,25,Male,13,Serenity,1.41,25-29
417,Pheodaisun84,30,Male,98,"Deadline, Voice Of Subtlety",2.89,30-34
418,Marim28,25,Female,125,Whistling Mithril Warblade,1.0,25-29
419,Iaralrgue74,33,Male,171,Scalpel,1.79,30-34
420,Assesi91,23,Male,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
421,Yadaphos40,30,Male,26,Unholy Wand,1.12,30-34
422,Eusri70,24,Female,154,Feral Katana,4.4,20-24
423,Aisurria69,24,Male,10,Sleepwalker,1.79,20-24
424,Iarilis73,10,Male,149,"Tranquility, Razor of Black Magic",1.75,10-14
425,Raisty38,15,Male,20,Netherbane,3.27,15-19
426,Ilista82,23,Male,32,Orenmir,1.14,20-24
427,Leyirra83,24,Female,170,Shadowsteel,3.97,20-24
428,Aelly27,24,Male,14,Possessed Core,2.61,20-24
429,Aiduesu86,22,Female,179,"Wolf, Promise of the Moonwalker",4.48,20-24
430,Frichynde86,15,Male,164,Exiled Doomblade,1.63,15-19
431,Aelollo59,33,Male,172,Blade of the Grave,3.14,30-34
432,Hisridru55,18,Male,120,Agatha,3.08,15-19
433,Chamossa77,21,Male,156,Soul-Forged Steel Shortsword,1.77,20-24
434,Irillo49,20,Male,84,Arcane Gem,3.79,20-24
435,Lirtastsya71,21,Male,93,Apocalyptic Battlescythe,1.97,20-24
436,Umolrian85,32,Female,80,Dreamsong,3.39,30-34
437,Frichosiala98,24,Female,43,Foul Edge,3.54,20-24
438,Qilunan34,23,Male,145,Fiery Glass Crusader,4.58,20-24
439,Quarrion42,22,Male,59,"Lightning, Etcher of the King",4.23,20-24
440,Aisurdru79,29,Female,75,Brutality Ivory Warmace,2.42,25-29
441,Hiaral50,15,Male,156,Soul-Forged Steel Shortsword,1.77,15-19
442,Zontibe81,21,Male,84,Arcane Gem,3.79,20-24
443,Iarallo65,26,Male,149,"Tranquility, Razor of Black Magic",1.75,25-29
444,Sondassasya91,21,Female,24,Warped Fetish,3.81,20-24
445,Phaelap26,25,Female,150,Deathraze,2.85,25-29
446,Chanossast57,7,Female,119,"Stormbringer, Dark Blade of Ending Misery",4.32,<10
447,Yalae81,22,Male,120,Agatha,3.08,20-24
448,Chanjask65,18,Female,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
449,Ethralista69,13,Male,34,Retribution Axe,2.22,10-14
450,Sondistanya61,18,Female,35,Heartless Bone Dualblade,3.45,15-19
451,Eudanu32,15,Female,122,Unending Tyranny,2.85,15-19
452,Marilsasya33,19,Male,32,Orenmir,1.14,15-19
453,Euthe35,24,Male,70,Hope's End,1.03,20-24
454,Lassimla92,25,Male,1,Crucifer,3.26,25-29
455,Lisossala30,20,Male,103,Singed Scalpel,4.35,20-24
456,Phaena87,20,Male,124,Venom Claymore,1.29,20-24
457,Eulae84,25,Male,61,Ragnarok,3.87,25-29
458,Chamadarnya73,29,Male,166,Thirsty Iron Reaver,3.07,25-29
459,Eolan54,30,Male,129,"Fate, Vengeance of Eternal Justice",1.54,30-34
460,Assistasda90,25,Male,103,Singed Scalpel,4.35,25-29
461,Ennrian78,24,Male,168,"Sun Strike, Jaws of Twisted Visions",1.48,20-24
462,Undirrasta89,20,Male,144,Blood Infused Guardian,1.94,20-24
463,Frichadaran88,25,Male,48,"Rage, Legacy of the Lone Victor",2.48,25-29
464,Rianistast50,22,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
465,Sondastsda82,24,Male,4,Bloodlord's Fetish,1.7,20-24
466,Undare39,23,Male,112,Worldbreaker,2.6,20-24
467,Adairialis76,16,Male,123,Twilight's Carver,2.28,15-19
468,Aesur96,23,Male,30,Stormcaller,2.21,20-24
469,Tyialisudeu65,24,Male,148,"Warmonger, Gift of Suffering's End",4.03,20-24
470,Arirgue63,29,Male,4,Bloodlord's Fetish,1.7,25-29
471,Sundadarla27,23,Male,122,Unending Tyranny,2.85,20-24
472,Lisopela58,22,Male,18,"Torchlight, Bond of Storms",4.65,20-24
473,Eyircil84,21,Male,25,Hero Cane,4.35,20-24
474,Ina92,31,Male,145,Fiery Glass Crusader,4.58,30-34
475,Lirtistanya48,24,Male,6,Rusty Skull,3.7,20-24
476,Marassa62,21,Male,103,Singed Scalpel,4.35,20-24
477,Mindossa76,41,Male,173,Stormfury Longsword,4.93,40+
478,Sondim68,22,Female,35,Heartless Bone Dualblade,3.45,20-24
479,Chanjaskan89,21,Male,60,Wolf,3.54,20-24
480,Salilis27,40,Male,59,"Lightning, Etcher of the King",4.23,40+
481,Sondossa69,7,Male,179,"Wolf, Promise of the Moonwalker",4.48,<10
482,Sundjask71,32,Female,77,"Piety, Guardian of Riddles",4.0,30-34
483,Saistyphos30,35,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,35-39
484,Chanosian48,35,Other / Non-Disclosed,39,"Betrayal, Whisper of Grieving Widows",3.94,35-39
485,Errian63,26,Female,94,Mourning Blade,3.49,25-29
486,Eurithphos97,9,Male,53,Vengeance Cleaver,2.05,<10
487,Raillydeu47,14,Male,93,Apocalyptic Battlescythe,1.97,10-14
488,Malon70,23,Male,44,Bonecarvin Battle Axe,2.38,20-24
489,Jiskimsda56,28,Male,32,Orenmir,1.14,25-29
490,Idastidru52,24,Male,148,"Warmonger, Gift of Suffering's End",4.03,20-24
491,Marughi89,22,Male,22,Amnesia,2.18,20-24
492,Ingatcil75,23,Male,143,Frenzied Scimitar,1.56,20-24
493,Chanirrasta87,14,Male,139,"Mercy, Katana of Dismay",4.94,10-14
494,Alaesu77,30,Male,3,Phantomlight,2.49,30-34
495,Ermol76,24,Male,97,"Swan Song, Gouger Of Terror",2.5,20-24
496,Tyeuduen32,23,Male,79,"Alpha, Oath of Zeal",4.05,20-24
497,Yadacal26,15,Male,52,Hatred,4.84,15-19
498,Firon67,35,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,35-39
499,Iadueria43,24,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,20-24
500,Pheulidil31,20,Male,100,Blindscythe,3.27,20-24
501,Eodairu79,32,Male,151,Severance,3.4,30-34
502,Frichocesta66,20,Male,16,Restored Bauble,3.55,20-24
503,Iaralsuir44,23,Male,59,"Lightning, Etcher of the King",4.23,20-24
504,Chamilsala65,23,Female,82,Nirvana,4.9,20-24
505,Thourdirra92,19,Male,110,Suspension,1.44,15-19
506,Chadista79,30,Male,25,Hero Cane,4.35,30-34
507,Chanastnya43,22,Male,29,"Chaos, Ender of the End",1.98,20-24
508,Iskim96,16,Male,7,"Thorn, Satchel of Dark Souls",1.33,15-19
509,Inguron55,23,Male,117,"Heartstriker, Legacy of the Light",1.79,20-24
510,Eulolis41,22,Male,162,Abyssal Shard,2.67,20-24
511,Lassilsala30,21,Male,64,Fusion Pummel,4.82,20-24
512,Sastydeu50,35,Male,169,"Interrogator, Blood Blade of the Queen",2.18,35-39
513,Ilaesudil92,25,Male,25,Hero Cane,4.35,25-29
514,Yasur85,21,Male,21,Souleater,1.1,20-24
515,Haillyrgue51,7,Male,40,Second Chance,2.52,<10
516,Aidain51,39,Female,35,Heartless Bone Dualblade,3.45,35-39
517,Aerithnuphos61,39,Male,128,"Blazeguard, Reach of Eternity",4.91,35-39
518,Yalostiphos68,29,Male,160,Azurewrath,4.4,25-29
519,Eusri70,24,Female,140,Striker,2.94,20-24
520,Chamjask73,22,Female,109,"Downfall, Scalpel Of The Emperor",4.76,20-24
521,Phistym51,37,Male,50,Dawn,4.6,35-39
522,Meosridil82,18,Male,82,Nirvana,4.9,15-19
523,Aillyriadru65,24,Male,21,Souleater,1.1,20-24
524,Sally64,25,Female,46,Hopeless Ebon Dualblade,1.33,25-29
525,Lirtimst73,24,Male,126,Exiled Mithril Longsword,2.0,20-24
526,Ilosia37,23,Male,133,Faith's Scimitar,4.09,20-24
527,Lisim51,24,Male,102,Avenger,3.44,20-24
528,Isurria36,22,Female,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
529,Silaera56,21,Male,142,Righteous Might,2.62,20-24
530,Leetirraya83,24,Male,5,Putrid Fan,4.08,20-24
531,Lirtirra81,12,Male,143,Frenzied Scimitar,1.56,10-14
532,Eryon48,16,Male,21,Souleater,1.1,15-19
533,Hada39,19,Male,48,"Rage, Legacy of the Lone Victor",2.48,15-19
534,Iana95,10,Male,146,Warped Iron Scimitar,3.1,10-14
535,Siralsudeu54,20,Male,155,War-Forged Gold Deflector,1.01,20-24
536,Siallylis44,20,Male,101,Final Critic,4.19,20-24
537,Sondassan80,25,Male,112,Worldbreaker,2.6,25-29
538,Chanadar44,25,Male,141,Persuasion,3.19,25-29
539,Eosurdru76,11,Male,117,"Heartstriker, Legacy of the Light",1.79,10-14
540,Shidai42,29,Male,7,"Thorn, Satchel of Dark Souls",1.33,25-29
541,Aesri53,31,Male,161,Devine,1.76,30-34
542,Syally44,17,Male,22,Amnesia,2.18,15-19
543,Idastidru52,24,Male,121,Massacre,1.6,20-24
544,Ardcil81,34,Male,3,Phantomlight,2.49,30-34
545,Jiskadarst60,16,Male,66,Victor Iron Spikes,4.4,15-19
546,Sondadar26,9,Male,159,"Oathbreaker, Spellblade of Trials",3.08,<10
547,Malarrian73,18,Male,135,Warped Diamond Crusader,1.4,15-19
548,Yathecal82,20,Female,75,Brutality Ivory Warmace,2.42,20-24
549,Maluncil97,25,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,25-29
550,Ilunyon70,20,Male,60,Wolf,3.54,20-24
551,Iri67,20,Male,160,Azurewrath,4.4,20-24
552,Hiaral50,15,Male,155,War-Forged Gold Deflector,1.01,15-19
553,Yadam35,28,Male,2,Verdict,2.48,25-29
554,Dyally87,22,Male,63,Stormfury Mace,4.99,20-24
555,Pheosurllorin41,23,Female,7,"Thorn, Satchel of Dark Souls",1.33,20-24
556,Frichocesta66,20,Male,64,Fusion Pummel,4.82,20-24
557,Frichaya88,42,Male,8,"Purgatory, Gem of Regret",3.93,40+
558,Lassadarsda57,25,Female,108,"Extraction, Quickblade Of Trembling Hands",3.53,25-29
559,Iasrira89,23,Male,34,Retribution Axe,2.22,20-24
560,Zontibe81,21,Male,2,Verdict,2.48,20-24
561,Chanastnya43,22,Male,35,Heartless Bone Dualblade,3.45,20-24
562,Marynde90,30,Male,83,Lifebender,3.33,30-34
563,Isri34,38,Male,142,Righteous Might,2.62,35-39
564,Chamjask73,22,Female,52,Hatred,4.84,20-24
565,Assastnya25,20,Male,179,"Wolf, Promise of the Moonwalker",4.48,20-24
566,Ardonmol96,20,Male,31,Trickster,1.55,20-24
567,Lassirrasda85,20,Male,102,Avenger,3.44,20-24
568,Syally44,17,Male,123,Twilight's Carver,2.28,15-19
569,Baelollodeu94,20,Female,87,"Deluge, Edge of the West",4.43,20-24
570,Chadossa56,20,Male,69,"Frenzy, Defender of the Harvest",1.98,20-24
571,Poshilsa82,16,Male,165,Bone Crushing Silver Skewer,4.86,15-19
572,Yoishirrala98,17,Female,145,Fiery Glass Crusader,4.58,15-19
573,Sundista37,26,Male,156,Soul-Forged Steel Shortsword,1.77,25-29
574,Undare39,23,Male,131,Fury,1.44,20-24
575,Sondadar26,9,Male,137,"Aetherius, Boon of the Blessed",3.39,<10
576,Ilassa51,20,Male,34,Retribution Axe,2.22,20-24
577,Filurarn35,19,Male,128,"Blazeguard, Reach of Eternity",4.91,15-19
578,Aerithllora36,29,Female,153,Mercenary Sabre,3.74,25-29
579,Marilsa69,25,Female,12,Dawne,1.02,25-29
580,Tyida79,24,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
581,Phaestycal84,23,Male,117,"Heartstriker, Legacy of the Light",1.79,20-24
582,Irilis75,20,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
583,Aeralstical35,20,Male,49,"The Oculus, Token of Lost Worlds",2.96,20-24
584,Aelin32,20,Male,115,Spectral Diamond Doomblade,2.04,20-24
585,Chanirrala39,22,Male,85,Malificent Bag,1.75,20-24
586,Chanirra79,23,Female,155,War-Forged Gold Deflector,1.01,20-24
587,Assirra56,22,Male,141,Persuasion,3.19,20-24
588,Lassadarsda57,25,Female,15,Soul Infused Crystal,2.96,25-29
589,Seolollo93,30,Male,106,Crying Steel Sickle,3.41,30-34
590,Iathem87,20,Male,141,Persuasion,3.19,20-24
591,Iasurriacal29,20,Male,113,Solitude's Reaver,4.07,20-24
592,Lisast98,22,Male,170,Shadowsteel,3.97,20-24
593,Lassimla92,25,Male,128,"Blazeguard, Reach of Eternity",4.91,25-29
594,Filrion59,27,Male,89,"Blazefury, Protector of Delusions",4.64,25-29
595,Yathedeu43,22,Male,55,Vindictive Glass Edge,2.27,20-24
596,Seudaillorap38,27,Male,146,Warped Iron Scimitar,3.1,25-29
597,Quinarap53,15,Male,86,Stormfury Lantern,2.27,15-19
598,Halaecal66,22,Male,111,Misery's End,4.89,20-24
599,Hiaral50,15,Male,13,Serenity,1.41,15-19
600,Iskosian40,16,Male,166,Thirsty Iron Reaver,3.07,15-19
601,Ilastilis78,11,Male,93,Apocalyptic Battlescythe,1.97,10-14
602,Seosrim97,20,Male,65,Conqueror Adamantite Mace,4.24,20-24
603,Lisosia93,25,Male,141,Persuasion,3.19,25-29
604,Lisim51,24,Male,34,Retribution Axe,2.22,20-24
605,Farrian71,18,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-19
606,Nitherian58,28,Male,123,Twilight's Carver,2.28,25-29
607,Rithe53,15,Female,80,Dreamsong,3.39,15-19
608,Leyirra83,24,Female,132,Persuasion,3.33,20-24
609,Lisosia93,25,Male,40,Second Chance,2.52,25-29
610,Frichossala54,7,Male,159,"Oathbreaker, Spellblade of Trials",3.08,<10
611,Chamjaskya75,16,Male,176,Relentless Iron Skewer,2.84,15-19
612,Silaera56,21,Male,52,Hatred,4.84,20-24
613,Quanrion96,21,Female,159,"Oathbreaker, Spellblade of Trials",3.08,20-24
614,Chadadarla74,30,Male,65,Conqueror Adamantite Mace,4.24,30-34
615,Sida61,20,Female,72,Winter's Bite,3.77,20-24
616,Tyaelaelis94,20,Male,78,"Glimmer, Ender of the Moon",4.4,20-24
617,Chamimla85,16,Male,40,Second Chance,2.52,15-19
618,Aisurdru79,29,Female,183,Dragon's Greatsword,1.09,25-29
619,Quanenrian83,15,Male,55,Vindictive Glass Edge,2.27,15-19
620,Undosian34,21,Male,109,"Downfall, Scalpel Of The Emperor",4.76,20-24
621,Seosrim97,20,Male,26,Unholy Wand,1.12,20-24
622,Chanirra64,25,Male,129,"Fate, Vengeance of Eternal Justice",1.54,25-29
623,Iral74,21,Male,114,Yearning Mageblade,3.82,20-24
624,Marynde90,30,Male,29,"Chaos, Ender of the End",1.98,30-34
625,Yadaisuir65,20,Male,133,Faith's Scimitar,4.09,20-24
626,Syathecal44,16,Male,75,Brutality Ivory Warmace,2.42,15-19
627,Arin32,25,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,25-29
628,Hada39,19,Male,167,"Malice, Legacy of the Queen",3.61,15-19
629,Maluncil97,25,Other / Non-Disclosed,107,"Splitter, Foe Of Subtlety",2.18,25-29
630,Aelaria33,23,Male,171,Scalpel,1.79,20-24
631,Assassa81,27,Male,137,"Aetherius, Boon of the Blessed",3.39,25-29
632,Filrion83,17,Male,160,Azurewrath,4.4,15-19
633,Chanastnya43,22,Male,80,Dreamsong,3.39,20-24
634,Eoral49,16,Male,103,Singed Scalpel,4.35,15-19
635,Ali84,29,Male,4,Bloodlord's Fetish,1.7,25-29
636,Chanirrala39,22,Male,78,"Glimmer, Ender of the Moon",4.4,20-24
637,Airi27,24,Other / Non-Disclosed,163,Thunderfury Scimitar,3.45,20-24
638,Eurisuru25,24,Male,22,Amnesia,2.18,20-24
639,Liawista80,27,Male,86,Stormfury Lantern,2.27,25-29
640,Sausosia74,22,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,20-24
641,Lisirra58,20,Female,49,"The Oculus, Token of Lost Worlds",2.96,20-24
642,Chamadarsda63,23,Male,127,"Heartseeker, Reaver of Souls",3.92,20-24
643,Haestyphos66,21,Male,93,Apocalyptic Battlescythe,1.97,20-24
644,Bartassaya73,26,Male,22,Amnesia,2.18,25-29
645,Phaedasurap84,17,Male,114,Yearning Mageblade,3.82,15-19
646,Mindimnya67,23,Male,116,Renewed Skeletal Katana,4.18,20-24
647,Chadjask85,24,Male,61,Ragnarok,3.87,20-24
648,Eustyria89,39,Male,150,Deathraze,2.85,35-39
649,Iskim66,15,Male,67,"Celeste, Incarnation of the Corrupted",3.46,15-19
650,Smaistysu35,30,Male,161,Devine,1.76,30-34
651,Lirtilsa72,24,Male,132,Persuasion,3.33,20-24
652,Pheosrinudeu70,20,Male,75,Brutality Ivory Warmace,2.42,20-24
653,Chamast86,32,Female,53,Vengeance Cleaver,2.05,30-34
654,Tyialisudeu65,24,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
655,Lirtassan78,15,Male,20,Netherbane,3.27,15-19
656,Ethrasyon38,26,Male,115,Spectral Diamond Doomblade,2.04,25-29
657,Silaera56,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
658,Quilassa66,7,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,<10
659,Lisassasda39,36,Male,140,Striker,2.94,35-39
660,Isri34,38,Male,103,Singed Scalpel,4.35,35-39
661,Strithenu87,20,Male,60,Wolf,3.54,20-24
662,Mindilsa60,21,Male,0,Splinter,1.28,20-24
663,Lalossa38,25,Male,72,Winter's Bite,3.77,25-29
664,Chamistast30,31,Male,47,"Alpha, Reach of Ending Hope",3.58,30-34
665,Hariphos58,17,Male,73,Ritual Mace,2.05,15-19
666,Assilsan72,20,Female,82,Nirvana,4.9,20-24
667,Inasuir29,40,Female,66,Victor Iron Spikes,4.4,40+
668,Chanilsasda38,15,Male,40,Second Chance,2.52,15-19
669,Mindesi74,22,Male,45,Glinting Glass Edge,3.85,20-24
670,Aiduecal76,20,Male,120,Agatha,3.08,20-24
671,Caesrinusuir82,30,Male,152,Darkheart,1.74,30-34
672,Ililsan66,9,Male,122,Unending Tyranny,2.85,<10
673,Idacal95,30,Male,130,Alpha,2.07,30-34
674,Aeral68,43,Male,77,"Piety, Guardian of Riddles",4.0,40+
675,Lirtastsda29,16,Male,144,Blood Infused Guardian,1.94,15-19
676,Idastidru52,24,Male,111,Misery's End,4.89,20-24
677,Tyarithn67,27,Male,32,Orenmir,1.14,25-29
678,Rarallo90,33,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,30-34
679,Iarilis73,10,Male,153,Mercenary Sabre,3.74,10-14
680,Asty82,25,Male,96,Blood-Forged Skeletal Spine,3.09,25-29
681,Yalaeria91,33,Male,28,"Flux, Destroyer of Due Diligence",1.06,30-34
682,Lirtossa60,24,Male,135,Warped Diamond Crusader,1.4,20-24
683,Ialallo29,15,Female,145,Fiery Glass Crusader,4.58,15-19
684,Phaestycal84,23,Male,169,"Interrogator, Blood Blade of the Queen",2.18,20-24
685,Halaecal66,22,Male,34,Retribution Axe,2.22,20-24
686,Chadjask77,8,Male,147,"Hellreaver, Heirloom of Inception",4.93,<10
687,Ealiril69,35,Male,78,"Glimmer, Ender of the Moon",4.4,35-39
688,Saistyphos30,35,Male,29,"Chaos, Ender of the End",1.98,35-39
689,Undjaskla97,33,Male,76,Haunted Bronzed Bludgeon,3.15,30-34
690,Idaidil28,15,Male,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
691,Lirtistanya48,24,Male,112,Worldbreaker,2.6,20-24
692,Quaecjask96,9,Male,78,"Glimmer, Ender of the Moon",4.4,<10
693,Firatan58,23,Male,88,"Emberling, Defender of Delusions",3.75,20-24
694,Mindesi74,22,Male,164,Exiled Doomblade,1.63,20-24
695,Lamil79,38,Male,111,Misery's End,4.89,35-39
696,Yarolwen77,30,Male,87,"Deluge, Edge of the West",4.43,30-34
697,Tyaelistidru84,19,Female,1,Crucifer,3.26,15-19
698,Yarithrin84,30,Female,58,"Freak's Bite, Favor of Holy Might",4.14,30-34
699,Tyaelly53,17,Female,130,Alpha,2.07,15-19
700,Chanosia60,31,Male,90,Betrayer,2.94,30-34
701,Phiristi62,25,Male,10,Sleepwalker,1.79,25-29
702,Ililsasya43,19,Male,12,Dawne,1.02,15-19
703,Aithelis62,21,Male,160,Azurewrath,4.4,20-24
704,Undotesta33,18,Male,95,Singed Onyx Warscythe,4.74,15-19
705,Aelidru27,22,Male,183,Dragon's Greatsword,1.09,20-24
706,Chanossanya44,20,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
707,Maradarnya40,20,Male,38,"The Void, Vengeance of Dark Magic",2.37,20-24
708,Lirtastsya71,21,Male,67,"Celeste, Incarnation of the Corrupted",3.46,20-24
709,Lisast87,19,Male,75,Brutality Ivory Warmace,2.42,15-19
710,Lisossa25,22,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,20-24
711,Chadolyla44,20,Male,94,Mourning Blade,3.49,20-24
712,Lisilsa62,25,Male,92,Final Critic,4.88,25-29
713,Iasur80,22,Male,46,Hopeless Ebon Dualblade,1.33,20-24
714,Tyidaim51,16,Female,103,Singed Scalpel,4.35,15-19
715,Eusurdeu49,23,Male,8,"Purgatory, Gem of Regret",3.93,20-24
716,Saena89,23,Male,106,Crying Steel Sickle,3.41,20-24
717,Chanilsast61,30,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,30-34
718,Ilirrasda54,37,Male,20,Netherbane,3.27,35-39
719,Sundassa93,16,Male,158,"Darkheart, Butcher of the Champion",2.45,15-19
720,Aidai73,19,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-19
721,Indirrian56,20,Male,156,Soul-Forged Steel Shortsword,1.77,20-24
722,Ilarin91,22,Male,92,Final Critic,4.88,20-24
723,Lisista54,21,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,20-24
724,Lisassasta50,25,Male,144,Blood Infused Guardian,1.94,25-29
725,Malunil62,18,Male,72,Winter's Bite,3.77,15-19
726,Iduelis31,23,Male,21,Souleater,1.1,20-24
727,Yathecal82,20,Female,104,Gladiator's Glaive,1.93,20-24
728,Chanosiaya39,44,Male,93,Apocalyptic Battlescythe,1.97,40+
729,Assylla81,20,Male,74,Yearning Crusher,4.18,20-24
730,Aidaira26,30,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,30-34
731,Eudanu84,22,Female,12,Dawne,1.02,20-24
732,Eurithphos97,9,Male,97,"Swan Song, Gouger Of Terror",2.5,<10
733,Chamiman85,20,Male,66,Victor Iron Spikes,4.4,20-24
734,Arin32,25,Male,165,Bone Crushing Silver Skewer,4.86,25-29
735,Leetirraya83,24,Male,54,Eternal Cleaver,2.5,20-24
736,Tyialisti80,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,20-24
737,Marundi65,22,Male,149,"Tranquility, Razor of Black Magic",1.75,20-24
738,Eusur90,36,Male,121,Massacre,1.6,35-39
739,Mindirranya33,35,Male,61,Ragnarok,3.87,35-39
740,Reunasu60,22,Female,127,"Heartseeker, Reaver of Souls",3.92,20-24
741,Phiallylis33,19,Male,145,Fiery Glass Crusader,4.58,15-19
742,Isty55,20,Male,5,Putrid Fan,4.08,20-24
743,Frichilsa31,15,Male,110,Suspension,1.44,15-19
744,Chanastst38,22,Male,94,Mourning Blade,3.49,20-24
745,Chanista95,39,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,35-39
746,Aellyria80,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08,20-24
747,Siarithria38,38,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,35-39
748,Rastynusuir31,20,Male,55,Vindictive Glass Edge,2.27,20-24
749,Chanossanya44,20,Male,53,Vengeance Cleaver,2.05,20-24
750,Iljask75,22,Male,167,"Malice, Legacy of the Queen",3.61,20-24
751,Lisjaskan36,11,Male,180,Stormcaller,3.36,10-14
752,Mindjasksya61,17,Male,112,Worldbreaker,2.6,15-19
753,Frichirranya75,36,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,35-39
754,Pheosurllorin41,23,Female,79,"Alpha, Oath of Zeal",4.05,20-24
755,Raesty92,12,Male,76,Haunted Bronzed Bludgeon,3.15,10-14
756,Ilast79,20,Male,73,Ritual Mace,2.05,20-24
757,Eratiel90,18,Male,57,"Despair, Favor of Due Diligence",4.6,15-19
758,Iral74,21,Male,182,Toothpick,4.03,20-24
759,Tyaelorap29,25,Male,72,Winter's Bite,3.77,25-29
760,Aithelis62,21,Male,44,Bonecarvin Battle Axe,2.38,20-24
761,Assim27,45,Male,17,"Lazarus, Terror of the Earth",1.7,40+
762,Asur53,26,Male,110,Suspension,1.44,25-29
763,Lassilsala30,21,Male,85,Malificent Bag,1.75,20-24
764,Saedaiphos46,18,Male,113,Solitude's Reaver,4.07,15-19
765,Irith83,18,Male,130,Alpha,2.07,15-19
766,Aelastirin39,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,20-24
767,Ilmol66,8,Female,92,Final Critic,4.88,<10
768,Assassasta79,38,Male,92,Final Critic,4.88,35-39
769,Ilosian36,15,Male,145,Fiery Glass Crusader,4.58,15-19
770,Lirtosia63,34,Male,12,Dawne,1.02,30-34
771,Iskossasda43,16,Male,25,Hero Cane,4.35,15-19
772,Asur53,26,Male,136,Ghastly Adamantite Protector,3.58,25-29
773,Hala31,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
774,Jiskjask80,11,Male,101,Final Critic,4.19,10-14
775,Aethedru70,21,Female,60,Wolf,3.54,20-24
776,Iral74,21,Male,164,Exiled Doomblade,1.63,20-24
777,Yathecal72,20,Male,67,"Celeste, Incarnation of the Corrupted",3.46,20-24
778,Sisur91,7,Male,101,Final Critic,4.19,<10
779,Ennrian78,24,Male,50,Dawn,4.6,20-24
